datetime,pnl
2021-01-13T16:00:00,-2835.4000000000087
2021-01-17T04:00:00,-1975.4999999999563
2021-01-21T12:00:00,-24367.70000000004
2021-01-22T00:00:00,-15998.69999999999
2021-01-30T20:00:00,-362.3999999999796
2021-01-31T16:00:00,-7270.900000000038
2021-02-23T16:00:00,-22500.399999999936
2021-02-24T00:00:00,-33814.90000000005
2021-02-26T04:00:00,-2590.7999999999447
2021-03-05T16:00:00,-494.8999999999796
2021-03-06T00:00:00,-5277.39999999998
2021-03-07T16:00:00,-1286.8999999999505
2021-03-08T00:00:00,-524.0999999999622
2021-03-22T04:00:00,-2011.2999999999738
2021-03-23T00:00:00,14378.600000000006
2021-03-27T20:00:00,8052.900000000009
2021-03-31T04:00:00,-1002.6000000000204
2021-04-08T16:00:00,-13070.800000000017
2021-04-09T12:00:00,-4822.999999999956
2021-04-10T08:00:00,13266.500000000015
2021-04-18T08:00:00,-13695.0
2021-04-28T16:00:00,-5045.0
2021-04-30T20:00:00,-809.3000000000029
2021-05-11T00:00:00,-578.3000000000175
2021-05-12T08:00:00,-6383.600000000006
2021-05-12T16:00:00,9294.099999999962
2021-05-31T20:00:00,-872.8000000000611
2021-06-01T08:00:00,-1102.0999999999913
2021-06-01T16:00:00,3377.2000000000116
2021-06-02T12:00:00,-392.20000000001164
2021-06-04T00:00:00,-6373.499999999985
2021-06-04T08:00:00,13122.60000000002
2021-06-04T16:00:00,3327.300000000032
2021-06-07T16:00:00,-3440.1000000000204
2021-06-09T20:00:00,-1190.500000000029
2021-06-10T20:00:00,-388.8999999999942
2021-06-11T08:00:00,3823.1000000000495
2021-06-12T08:00:00,-375.80000000001746
2021-06-14T08:00:00,-409.800000000032
2021-06-19T20:00:00,-380.99999999998545
2021-06-29T20:00:00,-382.3999999999796
2021-06-30T08:00:00,-1156.9000000000233
2021-06-30T16:00:00,-6551.999999999971
2021-07-01T12:00:00,-353.40000000003783
2021-07-02T08:00:00,-4455.500000000029
2021-07-03T08:00:00,-9775.20000000004
2021-07-05T08:00:00,-363.5000000000582
2021-07-05T16:00:00,-353.6000000000058
2021-07-08T04:00:00,5609.499999999971
2021-07-11T12:00:00,2885.1000000000204
2021-07-12T20:00:00,5097.39999999998
2021-07-24T04:00:00,-349.09999999996217
2021-08-05T16:00:00,-7197.900000000009
2021-08-19T16:00:00,-15570.0
2021-08-20T00:00:00,-487.20000000001164
2021-08-26T12:00:00,-489.19999999998254
2021-08-26T20:00:00,1237.7000000000407
2021-08-30T20:00:00,-6286.300000000047
2021-09-02T20:00:00,-2031.1000000000058
2021-09-03T04:00:00,-2127.3999999999796
2021-09-03T12:00:00,-8520.699999999997
2021-09-07T20:00:00,-711.2999999999738
2021-09-17T20:00:00,-495.29999999998836
2021-09-20T08:00:00,7251.8999999999505
2021-10-01T04:00:00,-1893.000000000029
2021-10-27T04:00:00,-3950.699999999997
2021-10-28T16:00:00,-630.0
2021-11-01T20:00:00,-1170.9000000000378
2021-11-02T08:00:00,-4610.900000000038
2021-11-04T12:00:00,-639.0000000000146
2021-11-06T04:00:00,-630.1000000000204
2021-11-12T20:00:00,-6798.899999999994
2021-11-16T08:00:00,-629.3999999999505
2021-11-17T00:00:00,-622.3999999999796
2021-11-29T04:00:00,-593.1999999999971
2021-11-29T16:00:00,-2152.7999999999884
2021-12-03T00:00:00,-1384.4000000000233
2021-12-03T08:00:00,-4173.299999999945
2022-01-16T08:00:00,-449.70000000001164
2022-01-16T16:00:00,-449.59999999999127
2022-01-17T00:00:00,-2456.5000000000146
2022-01-17T08:00:00,-446.40000000006694
2022-01-18T16:00:00,2663.1000000000495
2022-01-19T00:00:00,-436.8000000000029
2022-01-19T08:00:00,-436.9000000000233
2022-01-19T16:00:00,-538.4000000000378
2022-01-20T00:00:00,-438.6000000000058
2022-01-20T12:00:00,-440.40000000000873
2022-01-21T04:00:00,22117.70000000004
2022-02-01T00:00:00,-404.00000000001455
2022-02-17T20:00:00,7305.999999999985
2022-02-28T20:00:00,5116.999999999971
2022-03-07T08:00:00,-398.49999999998545
2022-03-08T16:00:00,-3200.0
2022-03-09T08:00:00,5700.999999999985
2022-03-10T20:00:00,-2519.0000000000146
2022-03-15T04:00:00,-9091.99999999997
2022-03-16T00:00:00,-4617.999999999956
2022-03-16T12:00:00,9299.000000000015
2022-03-19T12:00:00,-1155.0
2022-03-20T04:00:00,-2680.0
2022-04-06T20:00:00,4062.0000000000437
2022-04-21T16:00:00,-2908.000000000029
2022-04-22T20:00:00,-700.0
2022-04-23T04:00:00,2323.999999999942
2022-04-26T08:00:00,-425.199999999968
2022-04-26T20:00:00,2943.000000000029
2022-04-28T12:00:00,-413.6000000000058
